customer_id,name,email,city,signup_date
427,John Adams,andrew44@example.com,Lucknow,2026-04-27
428,Michael Garcia PhD,kevinmanning@example.com,Jaipur,2025-02-06
429,Lisa Davis,alewis@example.net,Mumbai,2025-07-23
430,Sharon Nicholson,unknown@email.com,Jaipur,2024-10-25
431,Kelly Carroll,jameswhitaker@example.org,Lucknow,2025-01-21
432,Anthony Ward,joshuacolon@example.net,Bangalore,2025-05-16
433,Becky Johnson,tracy72@example.com,Kolkata,2025-10-10
434,Hailey Monroe,kaitlyn14@example.org,Bangalore,2025-05-08
435,Scott Chan,mercedesholland@example.net,Lucknow,2024-12-19
436,Jason Smith,wellsdavid@example.org,Delhi,2025-10-21
437,Courtney Franklin,unknown@email.com,Mumbai,2026-05-04
438,David Owens,asilva@example.net,Jaipur,2025-12-08
439,Sara Hoffman,kenneth17@example.org,Pune,2025-03-30
440,Margaret Hensley MD,jacob83@example.org,Ahmedabad,2026-03-29
441,Rhonda Powell,erin07@example.com,Jaipur,2025-01-29
442,Jennifer Doyle,matthewreeves@example.net,Delhi,2025-08-31
443,Karen Shepard,william28@example.org,Mumbai,2025-02-25
444,Carl Green,staceylam@example.net,Ahmedabad,2024-09-19
445,Daniel Savage,vfrench@example.com,Kolkata,2025-01-30
446,Julie Wilson,delacruzbrandy@example.net,Lucknow,2024-09-05
447,Cory Wilson,amoreno@example.org,Lucknow,2026-05-19
448,Brenda Gonzalez,dbenitez@example.org,Kolkata,2025-03-14
449,Catherine Miller,crystal25@example.net,Ahmedabad,2024-08-26
450,Donald Juarez,barbaramoore@example.org,Bangalore,2024-10-20
451,Madeline Powell,creyes@example.net,Mumbai,2024-12-13
452,Tiffany Mcclain,andrewsmith@example.net,Kolkata,2025-01-21
453,Shawn Collins,reyesbrianna@example.org,Ahmedabad,2024-08-31
454,Elizabeth Carter,ryan25@example.com,Chennai,2025-04-17
455,,osmith@example.net,Jaipur,2024-10-21
456,Alex Wagner,richardsondebra@example.org,Delhi,2025-04-29
457,Dawn Nichols,unknown@email.com,Kolkata,2025-12-01
458,Amber Wilson,jjames@example.com,Delhi,2025-07-15
459,Christine Jennings,turnerdorothy@example.net,Bangalore,2025-08-20
460,Larry Taylor,huntchristine@example.com,Bangalore,2024-10-08
461,Kathleen Lynch,marie35@example.net,Chennai,2025-05-26
462,Andrew Crawford,haleycastillo@example.org,Lucknow,2024-07-14
463,Brandon Rodriguez,fhernandez@example.net,Kolkata,2024-09-08
464,Ashley Scott,stephenmadden@example.com,Mumbai,2025-07-07
465,Robert Sawyer,michael56@example.net,Lucknow,2024-10-10
466,Peter Williams,elizabethjackson@example.com,Ahmedabad,2026-06-06
467,Marco Johns,watsonmatthew@example.org,Lucknow,2025-05-19
468,Jesus Houston,unknown@email.com,Mumbai,2024-10-07
469,Nicholas Jarvis,dalepruitt@example.com,Jaipur,2026-03-27
470,Jessica Carr,cheryl27@example.com,Bangalore,2024-10-07
471,Jessica Brown,alexander89@example.net,Jaipur,2025-09-23
472,Tyler Marks,reynoldsjessica@example.com,Kolkata,2025-04-06
473,Margaret Hernandez,smithsarah@example.net,Lucknow,2026-05-02
474,Jon Martin,vflores@example.com,Kolkata,2024-08-20
475,Krista Gray,christianwallace@example.net,Jaipur,2025-06-25
476,Jonathan Stewart,bmcgee@example.org,Bangalore,2025-05-21
477,Justin Smith,connersylvia@example.net,Pune,2025-03-05
478,Kristina Pena,xclements@example.org,Chennai,2026-04-07
479,Jesse Castro,xmoran@example.net,Kolkata,2025-06-28
480,Peter Walker,michael48@example.net,Kolkata,2025-04-28
481,Amber Martin,lydianewton@example.com,Pune,2024-10-03
482,Craig Martinez,ylewis@example.org,Ahmedabad,2026-01-19
483,Peter Williams,bartonshannon@example.net,Ahmedabad,2025-10-12
484,Brandy Porter,tranryan@example.net,Jaipur,2025-07-22
485,Priscilla Kent,jessicaanderson@example.com,Kolkata,2025-12-04
486,,mbarnes@example.net,Bangalore,2026-02-24
487,James Cooper,shawn22@example.com,Delhi,2025-10-22
488,Nicole Evans,jennifer83@example.org,Jaipur,2024-12-21
489,Donna Reed,tinasantos@example.org,Jaipur,2025-08-07
490,Mallory Page,anna99@example.net,Chennai,2026-01-14
491,Paul Skinner,natalie60@example.net,Kolkata,2024-10-02
492,Charles Santiago,josephfloyd@example.com,Ahmedabad,2025-12-24
493,Ryan Vaughn,james80@example.com,Ahmedabad,2026-04-05
494,Luis Lowe,juliahoffman@example.org,Lucknow,2025-08-12
495,Rebecca Roberts,housepaul@example.net,Hyderabad,2025-03-11
496,Amy Manning,christinenorman@example.com,Hyderabad,2026-04-17
497,Mark Mckinney,kari89@example.org,Hyderabad,2026-03-06
498,Cheryl Cole,lopezglenn@example.net,Chennai,2024-10-12
499,Jeffrey Hawkins,eugenesingleton@example.org,Bangalore,2025-03-25
500,Timothy Williams,candice94@example.com,Hyderabad,2026-03-17
